Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD4138,-0.9488757765773448,1,0,3,1,-0.6449286743861131,3,0,0,1,1,1,1,0,0,2,0,5,1
STUD4139,-0.39956711814424045,0,0,3,0,-1.6001898687962735,4,1,5,0,0,1,2,1,0,1,0,3,0
STUD4140,1.614564629443809,2,2,1,0,1.2655937144342078,4,0,3,2,2,1,3,0,0,0,1,0,1
STUD4141,0.8821530848663365,1,2,2,1,-1.2817694706595533,4,1,0,2,0,0,0,2,1,0,1,3,1
STUD4142,0.8821530848663365,1,2,4,0,-0.9633490725228332,4,1,2,2,2,1,3,1,1,1,1,4,1
STUD4143,-1.131978662721713,1,0,1,1,1.2655937144342078,4,1,3,1,1,0,1,2,0,2,1,0,1
STUD4144,0.3328444264332321,0,2,0,1,-1.6001898687962735,0,1,6,1,3,0,0,0,0,1,0,3,0
STUD4145,1.4314617432994408,2,2,3,1,-1.6001898687962735,0,0,4,2,1,0,1,0,1,2,1,1,0
STUD4146,-1.131978662721713,0,1,5,1,-1.2817694706595533,1,1,1,0,4,0,4,2,1,0,1,4,0
STUD4147,0.5159473125776002,0,2,4,1,0.9471733162974876,0,1,5,0,0,1,0,2,1,0,1,2,1
STUD4148,1.4314617432994408,3,1,5,1,0.3103325200240474,1,1,2,1,2,0,2,1,0,1,0,1,0
STUD4149,-0.7657728904329767,1,2,3,1,1.2655937144342078,1,0,4,2,3,0,2,1,1,2,1,3,1
STUD4150,0.3328444264332321,2,2,0,1,0.3103325200240474,0,1,0,0,1,1,0,2,0,0,1,2,0
STUD4151,1.614564629443809,0,2,0,1,-0.6449286743861131,4,1,2,0,4,0,3,0,0,2,0,0,0
STUD4152,0.8821530848663365,0,0,0,1,0.3103325200240474,2,1,0,2,2,1,0,2,1,2,0,5,1
STUD4153,0.5159473125776002,2,2,5,0,-0.008087878112672791,2,0,3,1,3,0,2,0,0,0,1,0,0
STUD4154,1.614564629443809,2,1,3,0,0.3103325200240474,4,0,1,0,2,0,3,1,1,0,1,3,1
STUD4155,-0.03336134585550418,1,1,5,1,-0.9633490725228332,1,1,3,1,0,1,4,0,0,2,1,0,0
STUD4156,-1.131978662721713,3,2,3,0,1.2655937144342078,1,0,4,0,2,0,4,1,1,2,1,4,1
STUD4157,-0.39956711814424045,0,1,3,0,-0.32650827624939294,0,0,6,2,2,1,4,0,0,0,0,2,1
STUD4158,-1.131978662721713,1,1,4,0,-0.32650827624939294,0,1,6,1,1,1,0,2,1,0,1,2,1
STUD4159,0.5159473125776002,2,1,1,1,0.3103325200240474,2,0,5,1,0,0,3,2,1,1,0,2,0
STUD4160,-0.5826700042886086,3,2,1,1,1.2655937144342078,1,0,3,0,4,0,0,0,1,2,1,2,0
STUD4161,1.2483588571550728,0,2,5,0,-0.008087878112672791,0,0,3,2,4,0,4,2,0,1,1,4,1
STUD4162,0.14974154028886394,1,2,5,0,-1.6001898687962735,2,0,6,1,3,0,4,0,1,0,1,1,0
STUD4163,1.4314617432994408,1,0,3,1,0.3103325200240474,1,1,0,0,0,1,1,0,1,1,1,1,0
STUD4164,-1.6812873211548174,1,2,1,0,-1.6001898687962735,4,1,6,1,2,1,0,1,1,2,0,0,0
STUD4165,0.5159473125776002,3,0,2,1,0.6287529181607675,2,0,3,1,3,1,2,2,0,2,0,4,1
STUD4166,0.14974154028886394,1,1,1,0,1.2655937144342078,4,0,4,2,1,0,3,0,0,2,1,3,1
STUD4167,-0.5826700042886086,1,1,1,0,1.2655937144342078,0,1,2,1,4,0,3,2,1,0,0,1,0
STUD4168,-1.3150815488660812,1,1,2,1,-0.008087878112672791,4,0,5,2,0,0,3,2,1,1,0,0,1
STUD4169,-1.3150815488660812,3,0,2,1,-1.2817694706595533,1,0,3,1,0,0,3,2,0,1,1,5,1
STUD4170,0.14974154028886394,1,1,3,1,-0.6449286743861131,2,0,5,1,2,1,1,0,1,0,0,3,1
STUD4171,-0.7657728904329767,1,1,5,1,-1.2817694706595533,2,0,0,2,3,0,3,2,1,1,1,0,0
STUD4172,-1.3150815488660812,2,1,0,1,0.6287529181607675,4,0,4,0,3,0,3,2,0,0,0,3,1
STUD4173,-0.03336134585550418,1,2,6,0,0.9471733162974876,4,1,4,2,1,1,1,0,0,1,1,5,1
STUD4174,-1.6812873211548174,1,1,2,0,-1.6001898687962735,2,0,6,2,4,1,0,2,1,2,1,1,1
STUD4175,0.14974154028886394,2,0,4,0,1.2655937144342078,0,0,0,0,2,0,1,0,1,0,1,3,1
STUD4176,1.614564629443809,3,2,6,1,-0.9633490725228332,2,0,5,1,3,0,1,2,0,0,0,3,1
STUD4177,1.4314617432994408,0,2,0,0,1.2655937144342078,1,0,6,1,4,1,2,0,0,2,0,3,0
STUD4178,1.4314617432994408,3,1,0,1,1.584014112570928,2,1,1,1,4,1,1,1,1,0,1,0,0
STUD4179,1.2483588571550728,1,0,5,1,-0.008087878112672791,1,1,1,1,2,1,3,0,1,1,0,0,0
STUD4180,0.14974154028886394,0,2,0,1,-1.6001898687962735,3,0,5,0,3,0,1,1,1,1,0,3,1
STUD4181,1.4314617432994408,1,2,6,1,-0.008087878112672791,0,1,5,2,4,0,4,1,1,2,0,5,1
STUD4182,1.614564629443809,1,0,0,0,0.6287529181607675,4,1,4,2,1,0,1,0,0,1,0,5,1
STUD4183,-0.9488757765773448,3,2,1,1,1.2655937144342078,2,1,3,2,1,0,4,1,0,0,0,1,0
STUD4184,0.14974154028886394,0,0,4,0,-1.6001898687962735,1,1,0,0,1,0,0,1,1,1,0,1,0
STUD4185,1.4314617432994408,2,1,1,0,-0.32650827624939294,1,0,1,2,4,0,3,0,1,1,1,1,1
STUD4186,-1.4981844350104492,1,1,4,0,0.9471733162974876,0,0,5,2,1,1,3,2,0,2,1,5,0
STUD4187,-0.7657728904329767,0,2,5,0,-0.32650827624939294,3,0,3,0,1,1,4,0,1,2,0,0,0
STUD4188,-0.39956711814424045,2,0,4,1,0.3103325200240474,4,1,0,1,3,1,0,0,0,2,0,4,0
STUD4189,1.4314617432994408,3,1,2,0,0.3103325200240474,2,0,2,1,1,0,1,2,0,0,1,2,0
STUD4190,0.3328444264332321,0,2,1,0,0.6287529181607675,1,0,0,1,0,1,2,1,0,1,1,3,0
STUD4191,-1.3150815488660812,2,2,0,1,-0.9633490725228332,2,0,2,2,3,0,3,1,0,2,0,3,0
STUD4192,1.2483588571550728,2,2,0,1,1.584014112570928,1,1,0,2,0,1,4,2,0,1,0,1,1
STUD4193,-0.2164642319998723,1,0,2,1,1.584014112570928,0,1,0,0,1,0,4,0,0,0,1,1,1
STUD4194,0.6990501987219684,1,2,1,1,-0.9633490725228332,1,0,3,0,1,0,2,0,1,2,0,5,1
STUD4195,-0.9488757765773448,1,0,1,0,-1.6001898687962735,2,1,3,1,1,1,3,2,1,0,0,2,0
STUD4196,1.0652559710107046,3,0,6,1,1.584014112570928,2,1,0,1,0,0,2,0,0,1,0,3,0
STUD4197,-0.9488757765773448,2,0,2,0,-0.6449286743861131,2,1,1,0,0,1,2,2,0,1,1,0,0
STUD4198,1.4314617432994408,1,1,4,0,-0.6449286743861131,2,1,2,0,2,1,3,1,1,2,0,0,1
STUD4199,-0.9488757765773448,0,1,2,0,1.584014112570928,0,1,5,0,2,1,2,1,0,1,0,3,0
STUD4200,-1.3150815488660812,3,1,2,0,-1.6001898687962735,2,1,1,2,2,0,0,2,1,1,0,3,1
STUD4201,0.3328444264332321,1,2,4,1,1.584014112570928,4,1,6,0,3,0,4,2,1,0,0,5,0
STUD4202,-1.4981844350104492,2,1,2,1,0.3103325200240474,2,0,6,2,4,0,0,1,1,2,1,5,0
STUD4203,0.5159473125776002,1,2,2,1,-1.2817694706595533,3,0,1,0,0,0,2,0,1,0,0,1,0
STUD4204,1.0652559710107046,3,2,3,1,0.9471733162974876,3,1,4,2,4,1,2,1,1,1,1,2,0
STUD4205,-1.3150815488660812,3,2,4,0,-0.008087878112672791,0,1,2,1,2,1,1,2,1,0,1,2,0
STUD4206,-1.6812873211548174,0,1,2,0,-1.6001898687962735,2,1,5,2,4,1,1,1,0,2,1,0,0
STUD4207,0.6990501987219684,0,0,1,0,-1.6001898687962735,1,0,3,2,2,1,0,1,1,1,1,3,1
STUD4208,-0.7657728904329767,3,2,6,1,-0.008087878112672791,2,1,0,2,4,1,4,1,0,0,1,5,0
STUD4209,-1.131978662721713,3,0,6,1,-0.6449286743861131,2,0,5,1,0,1,3,2,1,1,1,1,0
STUD4210,0.8821530848663365,1,1,0,0,-0.6449286743861131,3,0,1,2,3,1,0,1,0,2,0,5,1
STUD4211,-1.4981844350104492,3,2,4,0,-0.9633490725228332,1,0,0,0,0,1,4,2,1,2,1,2,0
STUD4212,1.4314617432994408,2,0,0,1,-0.32650827624939294,4,1,2,1,2,0,3,1,1,2,1,1,0
STUD4213,0.8821530848663365,1,0,5,1,-0.008087878112672791,3,0,4,2,1,0,3,1,0,0,1,5,1
STUD4214,0.3328444264332321,2,1,1,0,1.584014112570928,4,0,1,2,0,0,3,1,0,1,0,1,0
STUD4215,-0.39956711814424045,3,1,5,0,-0.32650827624939294,1,1,5,1,4,0,3,2,1,0,1,1,0
STUD4216,1.2483588571550728,0,0,4,1,-0.008087878112672791,2,1,6,2,1,0,3,2,0,2,0,0,0
STUD4217,-0.39956711814424045,2,2,3,0,0.9471733162974876,3,0,1,0,0,0,1,1,1,0,1,5,1
STUD4218,-1.4981844350104492,1,0,0,1,-0.32650827624939294,4,1,0,2,0,1,2,2,0,2,0,5,1
STUD4219,-1.4981844350104492,3,2,2,0,-0.008087878112672791,0,0,3,0,4,1,1,1,0,0,1,2,0
STUD4220,1.4314617432994408,1,1,5,0,-0.9633490725228332,0,0,6,2,4,1,4,1,1,1,1,1,0
STUD4221,-0.9488757765773448,1,2,6,0,-0.9633490725228332,2,1,5,1,1,1,1,2,0,0,1,3,0
STUD4222,1.2483588571550728,2,2,2,1,1.2655937144342078,0,0,2,1,3,0,0,2,1,1,0,1,0
STUD4223,-0.03336134585550418,1,1,5,1,-0.32650827624939294,2,1,3,1,3,0,2,1,1,2,0,5,0
STUD4224,-1.6812873211548174,3,1,5,0,-0.32650827624939294,0,1,1,2,1,0,3,1,1,2,0,1,1
STUD4225,1.4314617432994408,0,0,3,1,0.6287529181607675,1,1,2,1,3,1,2,2,0,1,0,3,0
STUD4226,-0.2164642319998723,3,0,3,0,-0.008087878112672791,2,1,1,2,2,0,4,2,1,2,0,0,0
STUD4227,-0.2164642319998723,3,1,1,1,0.3103325200240474,4,0,6,0,3,0,1,0,1,0,0,4,1
STUD4228,-0.9488757765773448,3,0,4,0,-0.6449286743861131,1,1,0,1,1,0,1,1,0,1,0,0,0
STUD4229,-0.39956711814424045,1,2,2,1,0.6287529181607675,1,1,6,0,4,1,1,2,0,0,1,0,1
STUD4230,-1.4981844350104492,2,0,1,1,1.584014112570928,2,0,2,0,3,0,1,0,1,0,1,3,1
STUD4231,-0.5826700042886086,0,1,6,0,0.3103325200240474,1,1,4,2,1,1,4,0,1,1,1,5,0
STUD4232,-0.03336134585550418,3,2,3,1,0.9471733162974876,1,1,5,2,2,0,1,2,1,1,1,1,0
STUD4233,-0.9488757765773448,1,1,0,0,-1.6001898687962735,0,0,5,0,3,1,1,0,0,2,0,0,0
STUD4234,0.6990501987219684,2,0,5,0,1.2655937144342078,3,0,2,0,4,0,1,2,0,0,1,5,1
STUD4235,1.4314617432994408,0,1,3,1,1.584014112570928,4,1,5,2,4,1,1,0,1,0,1,0,0
STUD4236,-1.6812873211548174,3,1,1,1,-0.9633490725228332,0,0,6,2,4,1,1,1,1,1,1,5,0
STUD4237,-0.03336134585550418,2,0,6,0,0.3103325200240474,2,0,1,1,0,0,2,1,0,1,1,4,1
STUD4238,0.5159473125776002,3,1,4,1,-0.32650827624939294,3,1,2,0,0,0,4,2,0,0,0,0,0
STUD4239,1.614564629443809,2,1,2,0,-1.6001898687962735,4,1,1,1,3,0,2,1,1,0,0,1,1
STUD4240,1.2483588571550728,0,0,6,0,0.6287529181607675,3,0,5,1,4,0,0,0,0,2,1,4,1
STUD4241,-0.7657728904329767,0,2,2,1,1.2655937144342078,2,0,3,2,1,0,2,1,0,2,0,0,1
STUD4242,-1.4981844350104492,1,1,6,1,0.3103325200240474,2,1,5,2,1,1,4,0,1,0,0,4,0
STUD4243,0.14974154028886394,3,0,5,0,1.584014112570928,3,1,0,0,3,1,1,0,0,0,0,4,1
STUD4244,0.3328444264332321,0,1,5,1,-0.32650827624939294,3,1,0,1,2,0,2,0,1,2,1,4,0
STUD4245,1.0652559710107046,3,2,1,1,0.9471733162974876,0,0,6,2,1,0,0,0,0,2,0,0,0
STUD4246,1.4314617432994408,1,2,5,1,-0.9633490725228332,4,1,3,1,4,1,1,0,1,1,0,5,1
STUD4247,1.2483588571550728,1,0,6,0,-0.32650827624939294,4,1,2,2,0,1,0,0,1,0,1,2,1
STUD4248,1.4314617432994408,0,2,6,0,-0.9633490725228332,2,1,1,0,4,0,0,2,0,2,1,0,0
STUD4249,-1.131978662721713,0,1,3,0,0.3103325200240474,2,0,1,0,1,1,1,2,1,0,1,3,1
STUD4250,1.4314617432994408,1,2,2,1,0.9471733162974876,1,0,3,0,0,0,0,2,1,0,1,0,1
STUD4251,0.3328444264332321,0,1,1,0,-0.008087878112672791,0,1,4,1,0,0,1,2,0,1,1,1,1
STUD4252,-1.131978662721713,2,0,0,0,-0.008087878112672791,4,1,3,0,2,0,1,0,1,1,0,3,1
STUD4253,1.0652559710107046,0,0,2,0,0.6287529181607675,4,0,5,2,1,1,3,2,1,2,1,4,0
STUD4254,1.2483588571550728,2,1,3,0,-0.9633490725228332,3,0,4,0,1,0,4,0,0,1,1,2,1
STUD4255,0.3328444264332321,0,0,4,0,-0.6449286743861131,1,0,0,1,3,1,4,0,0,0,0,0,0
STUD4256,-0.2164642319998723,2,2,0,0,-0.008087878112672791,4,0,4,2,0,0,3,2,1,2,1,0,0
STUD4257,-0.9488757765773448,0,1,4,0,-0.32650827624939294,3,0,3,2,1,0,0,2,1,1,0,4,1
STUD4258,-0.03336134585550418,3,1,0,1,0.9471733162974876,3,0,3,2,1,0,0,1,1,2,0,2,1
STUD4259,-0.9488757765773448,1,0,3,0,0.6287529181607675,0,0,3,1,0,1,3,2,0,1,0,1,1
STUD4260,0.6990501987219684,3,2,4,0,-0.6449286743861131,1,0,3,2,1,1,0,1,1,2,1,2,0
STUD4261,-0.5826700042886086,0,0,0,1,1.584014112570928,2,1,6,1,2,1,0,2,0,0,0,4,1
STUD4262,0.5159473125776002,3,0,6,0,-0.9633490725228332,3,0,5,2,4,1,4,0,1,2,0,2,1
STUD4263,0.3328444264332321,0,1,3,0,1.584014112570928,2,1,4,1,0,0,0,2,1,0,0,3,1
STUD4264,-0.2164642319998723,0,0,4,1,1.584014112570928,4,1,3,1,4,1,1,1,0,2,0,1,1
STUD4265,0.5159473125776002,0,0,2,1,0.6287529181607675,1,0,5,0,2,1,4,0,0,0,0,3,1
STUD4266,-1.3150815488660812,1,0,6,1,-0.008087878112672791,4,1,2,0,2,1,4,2,1,0,0,5,1
STUD4267,0.5159473125776002,0,2,1,0,1.584014112570928,2,1,1,0,3,0,0,2,1,1,0,3,0
STUD4268,-0.5826700042886086,0,0,4,0,1.584014112570928,1,1,2,0,1,0,3,1,0,0,0,0,0
STUD4269,1.2483588571550728,2,0,6,0,0.6287529181607675,3,0,4,2,1,1,4,2,1,2,0,5,1
STUD4270,0.14974154028886394,3,2,2,0,0.3103325200240474,1,0,3,2,2,1,2,2,1,2,1,3,1
STUD4271,-0.2164642319998723,1,2,4,1,-0.9633490725228332,1,0,6,0,4,0,3,1,0,1,1,2,1
STUD4272,-0.5826700042886086,2,2,5,0,-0.32650827624939294,1,1,6,0,3,0,0,0,0,0,0,4,1
STUD4273,0.14974154028886394,3,2,3,0,-1.6001898687962735,0,0,4,2,0,0,2,0,1,0,0,4,1
STUD4274,0.6990501987219684,3,0,3,1,-1.2817694706595533,4,0,4,0,3,0,4,2,0,2,1,3,0
STUD4275,0.5159473125776002,1,0,5,0,0.9471733162974876,4,0,1,1,3,1,4,0,0,2,1,1,1
STUD4276,1.614564629443809,1,2,5,0,-0.008087878112672791,4,1,6,1,0,1,3,1,0,0,1,2,1
STUD4277,0.6990501987219684,2,0,3,0,0.3103325200240474,2,1,1,0,1,0,2,1,0,2,1,3,0
STUD4278,-1.131978662721713,1,0,3,0,-0.008087878112672791,4,1,1,1,0,1,4,2,0,1,0,0,0
STUD4279,1.4314617432994408,1,0,5,1,1.2655937144342078,0,1,2,0,2,0,3,0,0,2,1,1,0
STUD4280,-1.131978662721713,1,1,5,1,1.584014112570928,3,1,2,1,0,1,4,0,0,0,0,5,0
STUD4281,0.6990501987219684,0,1,2,0,0.6287529181607675,2,0,5,0,3,0,4,2,1,1,0,3,0
STUD4282,1.614564629443809,3,0,2,1,-0.32650827624939294,0,0,0,1,2,1,1,2,0,2,0,1,0
STUD4283,-0.5826700042886086,1,0,5,1,-1.6001898687962735,3,0,6,0,2,0,2,0,1,0,1,1,0
STUD4284,-0.5826700042886086,0,1,2,0,0.6287529181607675,2,1,2,2,4,0,2,2,1,1,1,2,1
STUD4285,-0.03336134585550418,0,0,4,0,-0.32650827624939294,4,1,1,1,0,0,2,2,1,0,1,0,1
STUD4286,0.5159473125776002,3,2,6,0,1.2655937144342078,1,1,4,1,2,0,0,1,1,2,0,1,1
STUD4287,0.6990501987219684,3,0,0,1,1.584014112570928,1,0,3,2,1,0,4,1,0,1,0,4,0
STUD4288,-0.7657728904329767,1,0,5,1,1.2655937144342078,3,0,1,1,2,1,3,0,1,0,1,0,1
STUD4289,1.614564629443809,2,1,0,1,0.9471733162974876,4,1,2,0,2,1,2,2,1,0,0,2,0
STUD4290,1.4314617432994408,0,1,5,1,1.584014112570928,2,0,2,1,2,0,4,0,0,1,1,5,0
STUD4291,-1.4981844350104492,1,0,1,0,1.2655937144342078,2,1,1,0,1,1,2,1,0,0,1,5,1
STUD4292,-0.39956711814424045,2,1,2,1,-0.008087878112672791,0,0,2,2,0,0,1,0,0,2,1,1,0
STUD4293,-1.6812873211548174,1,2,0,0,0.9471733162974876,4,1,3,1,3,0,4,1,0,2,0,3,0
STUD4294,1.4314617432994408,2,2,1,1,-0.6449286743861131,1,1,1,2,0,0,4,1,0,2,1,0,0
STUD4295,0.8821530848663365,2,0,1,0,0.6287529181607675,3,1,0,0,4,1,4,1,0,1,1,2,0
STUD4296,0.5159473125776002,1,0,1,0,-1.2817694706595533,0,1,6,2,0,0,2,0,0,0,1,0,1
STUD4297,1.0652559710107046,3,0,6,0,0.9471733162974876,1,0,6,0,3,1,3,1,1,0,1,2,1
STUD4298,0.6990501987219684,3,2,2,0,0.6287529181607675,1,1,2,2,1,1,0,1,0,0,0,2,0
STUD4299,0.14974154028886394,1,0,4,1,1.2655937144342078,3,1,0,0,3,0,1,0,0,0,1,3,1
STUD4300,-1.4981844350104492,3,1,0,0,-0.9633490725228332,1,1,6,2,2,1,2,1,1,1,0,0,1
STUD4301,0.8821530848663365,0,2,1,0,-0.9633490725228332,4,1,1,0,0,0,3,0,1,0,1,1,0
STUD4302,0.3328444264332321,3,2,1,1,0.6287529181607675,4,0,5,0,3,0,0,1,1,2,1,4,1
STUD4303,-1.6812873211548174,0,0,2,1,0.6287529181607675,0,0,3,0,1,0,2,0,1,1,1,0,1
STUD4304,1.4314617432994408,0,0,5,0,-0.9633490725228332,2,1,4,0,1,1,4,0,0,0,1,3,0
STUD4305,-0.9488757765773448,2,0,3,1,-0.32650827624939294,3,0,5,1,4,0,3,1,0,0,0,0,0
STUD4306,-0.5826700042886086,2,1,1,0,1.2655937144342078,1,1,5,1,3,0,3,2,1,2,0,0,0
STUD4307,0.3328444264332321,3,2,3,1,-0.008087878112672791,2,1,4,2,4,0,4,0,1,2,1,4,1
STUD4308,-1.3150815488660812,2,1,4,0,-0.008087878112672791,0,0,1,1,4,1,3,0,0,2,0,5,1
STUD4309,-1.131978662721713,3,2,1,0,-0.9633490725228332,0,1,3,2,4,1,3,1,0,2,0,3,0
STUD4310,-0.03336134585550418,3,2,5,1,-0.008087878112672791,0,0,2,1,0,0,3,1,1,1,0,1,1
STUD4311,-0.03336134585550418,2,2,5,1,-0.008087878112672791,0,0,4,2,3,0,0,1,0,2,1,3,0
STUD4312,0.5159473125776002,1,2,4,1,0.9471733162974876,2,1,6,1,0,1,1,0,1,2,0,2,1
STUD4313,-0.2164642319998723,2,1,0,0,-0.9633490725228332,3,1,5,0,3,0,1,1,1,0,1,3,0
STUD4314,-0.2164642319998723,0,0,2,1,1.2655937144342078,3,0,1,2,4,1,2,0,0,0,1,1,1
STUD4315,1.2483588571550728,1,2,4,1,0.3103325200240474,2,0,4,1,4,1,0,2,0,2,1,1,1
STUD4316,1.2483588571550728,1,1,4,1,-0.32650827624939294,2,0,6,1,2,1,3,1,1,2,0,0,0
STUD4317,-0.9488757765773448,1,1,5,0,-0.6449286743861131,0,1,3,2,0,0,2,2,0,1,1,1,1
STUD4318,-1.4981844350104492,2,0,6,1,0.9471733162974876,1,1,4,0,3,1,1,2,1,2,0,1,1
STUD4319,-0.2164642319998723,2,1,1,0,-0.9633490725228332,1,0,0,0,4,0,1,0,1,2,0,5,0
STUD4320,1.614564629443809,1,1,5,1,-0.008087878112672791,1,0,2,1,3,0,2,1,1,0,1,5,0
STUD4321,1.2483588571550728,3,1,4,0,1.2655937144342078,3,0,6,0,0,1,0,0,0,1,1,1,1
STUD4322,-0.9488757765773448,2,2,0,0,0.6287529181607675,2,0,3,2,0,1,0,0,0,1,1,5,0
STUD4323,0.14974154028886394,2,2,0,0,-0.008087878112672791,3,1,4,2,3,0,4,1,0,2,0,5,1
STUD4324,1.0652559710107046,2,2,4,0,0.3103325200240474,0,1,3,2,0,1,0,0,0,0,1,0,0
STUD4325,-0.39956711814424045,0,0,0,0,1.584014112570928,2,0,1,1,2,1,1,1,1,2,1,2,1
STUD4326,-0.7657728904329767,2,1,0,1,-0.6449286743861131,2,0,0,2,1,1,3,0,0,1,1,0,1
STUD4327,0.8821530848663365,3,0,6,0,0.9471733162974876,2,1,5,1,2,0,0,1,0,2,0,0,0
STUD4328,-1.131978662721713,2,2,2,0,0.3103325200240474,1,0,6,2,4,0,1,2,1,2,0,3,0
STUD4329,0.6990501987219684,3,0,0,0,-0.008087878112672791,0,0,4,1,3,1,0,1,0,2,0,5,0
STUD4330,-1.4981844350104492,3,1,5,0,-0.9633490725228332,0,0,6,1,2,1,0,0,1,0,0,5,1
STUD4331,-0.5826700042886086,0,0,0,0,-0.9633490725228332,1,0,2,0,2,0,0,1,0,2,0,5,0
STUD4332,-0.5826700042886086,1,0,6,0,0.3103325200240474,3,1,3,1,0,0,2,0,0,1,0,1,1
STUD4333,-0.39956711814424045,2,1,1,0,0.3103325200240474,3,1,3,1,2,1,4,2,1,0,1,5,0
STUD4334,1.2483588571550728,2,1,4,1,-1.2817694706595533,0,1,6,1,0,0,2,1,0,1,0,5,1
STUD4335,0.14974154028886394,0,0,1,1,0.6287529181607675,4,1,6,0,4,1,0,0,0,0,1,1,1
STUD4336,0.14974154028886394,1,1,4,0,-0.9633490725228332,2,0,5,2,1,0,2,2,0,0,0,3,1
STUD4337,-0.39956711814424045,3,0,6,0,0.6287529181607675,0,1,1,1,3,0,1,0,0,1,1,0,0
STUD4338,0.3328444264332321,0,1,4,1,-1.2817694706595533,3,1,0,0,1,0,2,0,1,0,0,1,1
STUD4339,0.3328444264332321,2,2,0,0,-0.32650827624939294,4,1,5,0,4,1,0,0,0,0,0,1,1
STUD4340,-0.2164642319998723,1,2,5,1,0.6287529181607675,2,0,0,1,3,0,1,1,0,0,1,4,0
STUD4341,1.0652559710107046,3,1,5,0,-0.9633490725228332,4,1,2,1,0,0,1,1,1,0,1,4,0
STUD4342,-0.2164642319998723,0,0,3,1,-1.2817694706595533,4,1,2,0,1,1,0,0,1,2,0,4,1
STUD4343,0.14974154028886394,0,0,5,1,-0.32650827624939294,2,1,3,0,0,1,3,0,1,1,1,5,1
STUD4344,-1.3150815488660812,1,2,0,1,1.2655937144342078,2,0,2,1,3,1,2,1,0,1,1,4,1
STUD4345,1.2483588571550728,3,1,2,0,-0.9633490725228332,3,1,1,1,1,0,4,0,1,1,0,0,0
STUD4346,-0.7657728904329767,3,0,6,1,-1.2817694706595533,2,1,1,1,3,1,2,0,0,0,0,5,1
STUD4347,-0.9488757765773448,0,1,3,0,0.6287529181607675,3,1,6,0,0,0,4,0,0,0,1,3,0
STUD4348,-0.03336134585550418,2,0,6,1,1.584014112570928,0,1,2,0,1,1,3,0,0,0,0,0,0
STUD4349,1.2483588571550728,0,0,4,1,-0.6449286743861131,3,1,4,1,0,1,2,1,1,2,0,3,1
STUD4350,-1.3150815488660812,2,1,2,1,0.6287529181607675,3,1,4,1,3,1,2,2,0,2,1,0,0
STUD4351,1.4314617432994408,2,0,0,0,1.2655937144342078,1,1,0,0,4,0,3,0,1,2,0,1,0
STUD4352,-1.6812873211548174,3,1,2,0,-0.32650827624939294,2,0,5,2,2,1,2,0,1,2,1,4,0
STUD4353,-1.131978662721713,1,1,4,0,-0.32650827624939294,3,0,6,1,2,1,3,2,0,1,1,3,1
STUD4354,1.614564629443809,0,0,0,0,-0.6449286743861131,2,1,4,1,3,1,4,0,0,0,1,4,1
STUD4355,-1.3150815488660812,1,1,5,0,-0.008087878112672791,4,0,2,2,0,0,1,2,1,1,0,0,0
STUD4356,-0.03336134585550418,2,1,0,0,-1.2817694706595533,1,0,4,2,4,1,4,1,1,0,0,4,0
STUD4357,-1.131978662721713,1,0,0,1,0.3103325200240474,4,0,6,1,4,1,3,1,0,2,1,0,0
STUD4358,-1.4981844350104492,3,1,5,0,0.9471733162974876,3,0,2,2,0,0,0,2,0,1,1,5,0
STUD4359,-0.39956711814424045,3,2,2,0,-1.6001898687962735,2,1,3,2,2,0,4,0,1,0,0,3,1
STUD4360,1.4314617432994408,3,1,3,1,-0.008087878112672791,1,1,6,1,0,1,0,2,1,2,0,1,0
STUD4361,0.6990501987219684,0,1,0,0,0.6287529181607675,3,0,4,2,1,0,1,1,0,1,1,3,0
STUD4362,-0.03336134585550418,1,2,0,0,-1.6001898687962735,4,1,2,2,2,1,2,1,0,0,0,0,0
STUD4363,0.8821530848663365,0,2,3,1,-0.008087878112672791,0,1,6,1,4,0,4,0,1,2,1,2,1
STUD4364,0.6990501987219684,3,0,5,0,0.9471733162974876,4,1,5,0,0,0,1,1,1,1,0,4,0
STUD4365,-0.5826700042886086,3,1,5,0,-1.6001898687962735,0,1,0,1,3,1,1,1,0,0,1,1,1
STUD4366,0.6990501987219684,2,0,0,0,0.6287529181607675,4,0,2,2,2,1,4,2,1,2,1,4,0
STUD4367,-0.5826700042886086,3,2,6,0,-0.008087878112672791,3,1,6,0,2,1,2,0,0,2,0,5,1
STUD4368,1.2483588571550728,1,1,3,1,0.9471733162974876,3,0,4,1,4,1,0,2,0,0,1,3,1
STUD4369,0.14974154028886394,3,1,4,0,0.6287529181607675,3,1,6,2,2,0,3,1,1,2,1,1,0
STUD4370,-1.4981844350104492,1,0,1,0,-0.008087878112672791,0,1,4,0,1,1,1,2,0,1,0,3,1
